Port,Reference,Port(s),Protocol,Service,Details,Source
58343,https://www.speedguide.net/port.php?port=58343,58343,tcp,trojans,"Backdoor.Prorat [Symantec-2003-061315-4216-99] (2003.06.13) - remote access trojan, affects Windows, opens port 58343 by default.",SG
58343,https://www.speedguide.net/port.php?port=58343,58343,tcp,threat,Prorat,Bekkoame
58339,https://www.speedguide.net/port.php?port=58339,58339,tcp,trojan,ButtFunnel trojan,SG
58339,https://www.speedguide.net/port.php?port=58339,58339,tcp,trojan,[trojan] Butt Funnel,Trojans
58339,https://www.speedguide.net/port.php?port=58339,58339,tcp,ButtFunnel,[trojan] Butt Funnel,SANS
58134,https://www.speedguide.net/port.php?port=58134,58134,tcp,trojan,Charge trojan,SG
58134,https://www.speedguide.net/port.php?port=58134,58134,tcp,trojan,Charge,Trojans
58009,https://www.speedguide.net/port.php?port=58009,58009,tcp,trojan,"Backdoor.Tron [Symantec-2002-060414-2700-99] (2002.06.04) - remote access trojan, affects Windows, has the ability to kill software firewall processes.",SG
58008,https://www.speedguide.net/port.php?port=58008,58008,tcp,trojans,"Backdoor.Tron [Symantec-2002-060414-2700-99] (2002.06.04) - remote access trojan, affects Windows, has the ability to kill software firewall processes.",SG
57785,https://www.speedguide.net/port.php?port=57785,57785,tcp,trojan,G.R.O.B.,SG
57785,https://www.speedguide.net/port.php?port=57785,57785,tcp,trojan,G.R.O.B.,Trojans
57612,https://www.speedguide.net/port.php?port=57612,57612,udp,applications,"The Trend Controls IC protocol through 2022-05-06 allows Cleartext Transmission of Sensitive Information. According to FSCT-2022-0050, there is a Trend Controls Inter-Controller (IC) protocol cleartext transmission of credentials issue. The affected components are characterized as: Inter-Controller (IC) protocol (57612/UDP). The potential impact is: Compromise of credentials. Several Trend Controls building automation controllers utilize the Inter-Controller (IC) protocol in for information exchange and automation purposes. This protocol offers authentication in the form of a 4-digit PIN in order to protect access to sensitive operations like strategy uploads and downloads as well as optional 0-30 character username and password protection for web page access protection. Both the PIN and usernames and passwords are transmitted in cleartext, allowing an attacker with passive interception capabilities to obtain these credentials. Credentials are transmitted in cleartext. An attacker who obtains Trend IC credentials can carry out sensitive engineering actions such as manipulating controller strategy or configuration settings. If the credentials in question are (re)used for other applications, their compromise could potentially facilitate lateral movement.

References: [CVE-2022-30312]",SG
57341,https://www.speedguide.net/port.php?port=57341,57341,tcp,trojans,Port used by NetRaider trojan.,SG
57341,https://www.speedguide.net/port.php?port=57341,57341,tcp,trojan,[trojan] NetRaider,Trojans
57341,https://www.speedguide.net/port.php?port=57341,57341,tcp,NetRaider,[trojan] NetRaider,SANS
57163,https://www.speedguide.net/port.php?port=57163,57163,tcp,trojan,BlackRat,SG
57163,https://www.speedguide.net/port.php?port=57163,57163,tcp,trojan,BlackRat,Trojans
57123,https://www.speedguide.net/port.php?port=57123,57123,tcp,trojans,Backdoor.Mprox [Symantec-2003-092417-2624-99] (2003.09.24) - a backdoor trojan horse that opens a proxy server on TCP port 57123.,SG
57123,https://www.speedguide.net/port.php?port=57123,57123,tcp,threat,Mprox,Bekkoame
57005,https://www.speedguide.net/port.php?port=57005,57005,tcp,trojans,"Backdoor.IRC.Cirebot [Symantec-2003-080214-3019-99] (2003.08.02). Trojan that exploits the MS DCOM vulnerability and installs a backdoor. Uses ports 445 & 69, opens port 57005.",SG
57005,https://www.speedguide.net/port.php?port=57005,57005,tcp,threat,IRC.Cirebot,Bekkoame
56789,https://www.speedguide.net/port.php?port=56789,56789,tcp,webobjects,"Commonly used default port when configuring programs, and possibly malware, because of the sequential numbers ""5 6 7 8 9""



Apple WebObjects Monitor (WO-Monitor) application, also JavaMonitor use port 56789 TCP



Cyber Intel Classification Banner - service agent uses port 56789 by default



Malware: Win32/Autorun.OA worm - it may change the computer system date, delete other programs, or connect to a remote site and await commands from a remote attacker. Opens a backdoor and attempts to connect to 'rj.rufang2005.cn' using TCP port 56789.",SG
56565,https://www.speedguide.net/port.php?port=56565,56565,tcp,trojans,"Backdoor.Osirdoor [Symantec-2002-081217-3251-99] - remote access trojan, affects Windows",SG
56565,https://www.speedguide.net/port.php?port=56565,56565,tcp,trojan,Osiris,Trojans
56185,https://www.speedguide.net/port.php?port=56185,56185,tcp,malware,"Backdoor.Win32.Agent.cu / Authentication Bypass RCE - the malware listens on TCP ports 10426, 56185. Third-party attackers who can reach infected systems can logon using any username/password combination. Intruders may then upload executables using ftp PASV, STOR commands, this can result in remote code execution.

References: [MVID-2021-0303]",SG
56015,https://www.speedguide.net/port.php?port=56015,56015,tcp,applications,"Unspecified vulnerability in NEC CapsSuite Small Edition PatchMeister 2.0 Update2 and earlier allows remote attackers to cause a denial of service (OS shutdown or restart) via vectors related to Client Service for PTM and crafted packets to port 56015.

References: [CVE-2010-1943], [BID-40190]",SG
56010,https://www.speedguide.net/port.php?port=56010,56010,tcp,applications,"Unspecified vulnerability in NEC WebSAM DeploymentManager 5.13 and earlier, allows remote attackers to cause a denial of service (OS shutdown or restart) via unknown vectors related to Client Service for DPM and crafted packets to port 56010.

References: [CVE-2010-1941], [BID-40196]",SG
55808,https://www.speedguide.net/port.php?port=55808,55808,udp,threat,Randex,Bekkoame
55666,https://www.speedguide.net/port.php?port=55666,55666,tcp,trojans,"Backdoor.Latinus [Symantec-2002-060710-5206-99]

Pinochet [trojan]",SG
55666,https://www.speedguide.net/port.php?port=55666,55666,tcp,trojan,"Latinus, Pinochet",Trojans
55665,https://www.speedguide.net/port.php?port=55665,55665,tcp,trojans,"Backdoor.Latinus [Symantec-2002-060710-5206-99]

Pinochet [trojan]",SG
55665,https://www.speedguide.net/port.php?port=55665,55665,tcp,trojan,"Latinus, Pinochet",Trojans
55665,https://www.speedguide.net/port.php?port=55665,55665,"tcp,udp",threat,Latinus,Bekkoame
55565,https://www.speedguide.net/port.php?port=55565,55565,tcp,applications,"Honeywell Experion LX through 2022-05-06 has Missing Authentication for a Critical Function. According to FSCT-2022-0055, there is a Honeywell Experion LX Control Data Access (CDA) EpicMo protocol with unauthenticated functionality issue. The affected components are characterized as: Honeywell Control Data Access (CDA) EpicMo (55565/TCP). The potential impact is: Firmware manipulation, Denial of service. The Honeywell Experion LX Distributed Control System (DCS) utilizes the Control Data Access (CDA) EpicMo protocol (55565/TCP) for device diagnostics and maintenance purposes. This protocol does not have any authentication features, allowing any attacker capable of communicating with the ports in question to invoke (a subset of) desired functionality. There is no authentication functionality on the protocol in question. An attacker capable of invoking the protocols' functionalities could issue firmware download commands potentially allowing for firmware manipulation and reboot devices causing denial of service.

References: [CVE-2022-30317]",SG
54236,https://www.speedguide.net/port.php?port=54236,54236,"tcp,udp",applications,"Razer Chroma SDK Rest Server through 3.12.17 allows remote attackers to execute arbitrary programs because there is a race condition in which a file created under ""%PROGRAMDATA%\Razer Chroma\SDK\Apps"" can be replaced before it is executed by the server. The attacker must have access to port 54236 for a registration step.

References: [CVE-2020-16602]",SG
54188,https://www.speedguide.net/port.php?port=54188,54188,tcp,applications,"An issue was discovered on Askey AP4000W TDC_V1.01.003 devices. An attacker can perform Remote Code Execution (RCE) by sending a specially crafted network packer to the bd_svr service listening on TCP port 54188.

References: [CVE-2020-8614], [XFDB-176230]",SG
54138,https://www.speedguide.net/port.php?port=54138,54138,tcp,applications,"Toshiba 4690 operating system could allow a remote attacker to obtain sensitive information. By sending a specially crafted string to TCP port 54138, an attacker could return environment variables to an unauthenticated client. An attacker could exploit this vulnerability to restricted data.

References: [CVE-2014-8476], [XFDB-103666]",SG
54112,https://www.speedguide.net/port.php?port=54112,54112,tcp,trojans,"Backdoor.Ranky.F [Symantec-2004-040119-5250-99] (2004.04.01) - a trojan horse that runs as a proxy server. By default, the trojan opens TCP port 54112.",SG
54112,https://www.speedguide.net/port.php?port=54112,54112,tcp,threat,Ranky,Bekkoame
53357,https://www.speedguide.net/port.php?port=53357,53357,"tcp,udp",virus,W95.Sma [Symantec-2002-060510-2532-99] (2002.05.29) - an oligomorphic stealth virus which affects Windows 9x environments. It is network-aware and has a payload that runs arbitrary code that originates from a specific IP address.,SG
53217,https://www.speedguide.net/port.php?port=53217,53217,tcp,trojan,Acid Battery 2000 trojan horse (TCP),SG
53201,https://www.speedguide.net/port.php?port=53201,53201,tcp,threat,Backdoor.Ranck,Bekkoame
53187,https://www.speedguide.net/port.php?port=53187,53187,tcp,malware,"Backdoor.Win32.Delf.aez / Unauthenticated Remote Command Execution - the malware listens on several TCP ports and accepts unauthenticated commands on port 53187 and 53184. Commands are in Polish e.g. Wylogowuj translated is ""Log out"" and we get response ""#Zmiany Profilu w│aczone"" (""#Profile change enabled.""). Sending a single characters ""d"" or ""f"" to port 53187 also returns system information.

References: [MVID-2021-0217]",SG
53184,https://www.speedguide.net/port.php?port=53184,53184,,malware,"Backdoor.Win32.Delf.aez / Unauthenticated Remote Command Execution - the malware listens on several TCP ports and accepts unauthenticated commands on port 53187 and 53184. Commands are in Polish e.g. Wylogowuj translated is ""Log out"" and we get response ""#Zmiany Profilu w│aczone"" (""#Profile change enabled.""). Sending a single characters ""d"" or ""f"" to port 53187 also returns system information.

References: [MVID-2021-0217]",SG
53001,https://www.speedguide.net/port.php?port=53001,53001,tcp,trojans,Remote Windows Shutdown trojan,SG
53001,https://www.speedguide.net/port.php?port=53001,53001,tcp,trojan,[trojan] Remote Windows Shutdown - RWS,Trojans
53001,https://www.speedguide.net/port.php?port=53001,53001,tcp,RemoteWindowsShutdown,[trojan] Remote Windows Shutdown - RWS,SANS
52999,https://www.speedguide.net/port.php?port=52999,52999,tcp,applications,"The GetMagicNumberString function in Massive Entertainment World in Conflict 1.000 and earlier allows remote attackers to cause a denial of service (NULL dereference and daemon crash) via a string to the VoIP port (52999/tcp) with an invalid value in the third byte.

References: [CVE-2007-5369], [BID-25985]",SG
52978,https://www.speedguide.net/port.php?port=52978,52978,tcp,trojans,"Gspot, also known as Backdoor.Optix.Downloader, G-Spot, Trojan.Win32.GoBind, TrojanDownloader.Win32.G-Spot.10 and TrojanDownloader.Win32.G-Spot.15, is a backdoor Trojan written in Delphi affecting Microsoft Windows operating systems. 



The backdoor uses a client/server relationship, where the server component is installed in the victim's system and the remote attacker has control of the client. The server attempts to open a port, typically TCP port 52978, to allow the client system to connect. Gspot could allow a remote attacker to gain unauthorized access to the system.

References: [XFDB-15165]",SG
52901,https://www.speedguide.net/port.php?port=52901,52901,udp,trojan,Possibly the Omega DDoS tool.,SG
52901,https://www.speedguide.net/port.php?port=52901,52901,udp,trojan,Omega,Trojans
52901,https://www.speedguide.net/port.php?port=52901,52901,udp,threat,Possibly the Omega DDoS tool.,Bekkoame
52810,https://www.speedguide.net/port.php?port=52810,52810,udp,malware,"HackTool.Win32.Hidd.b / Remote Stack Buffer Overflow (UDP Datagram) - the malware listens on UDP ports 52810 and 65423. Third-party attackers who can reach an infected system can send a 479 byte payload to port 65423 and trigger a classic stack buffer overflow overwriting the EIP, ECX registers.

References: [MVID-2021-0318]",SG
52805,https://www.speedguide.net/port.php?port=52805,52805,tcp,applications,"A security issue has been reported in NEC Universal RAID Utility, which can be exploited by malicious people to bypass certain security restrictions. The security issue is caused due to the application improperly restricting access permissions, which can be exploited to conduct arbitrary operations on a hard disk being managed by the application via TCP port 52805.

References: [CVE-2013-0706], [SECUNIA-52241]",SG
52559,https://www.speedguide.net/port.php?port=52559,52559,tcp,trojans,Backdoor.AntiLam.20.Q [Symantec-2003-082907-5935-99] (2003.08.29) - a backdoor trojan horse that gives its creator access to a computer. By default this trojan listens on ports 20226 and 52559. The existence of the file nas.exe is in indication of a possible infection. This threat is written in the Delphi programming language.,SG
52559,https://www.speedguide.net/port.php?port=52559,52559,tcp,threat,AntiLam,Bekkoame
52365,https://www.speedguide.net/port.php?port=52365,52365,tcp,trojan,Way trojan,SG
52365,https://www.speedguide.net/port.php?port=52365,52365,tcp,trojan,Way,Trojans
52317,https://www.speedguide.net/port.php?port=52317,52317,tcp,trojans,Port used by: Acid Battery 2000 trojan,SG
52317,https://www.speedguide.net/port.php?port=52317,52317,tcp,AcidBattery2000,[trojan] Acid Battery 2000,SANS
52303,https://www.speedguide.net/port.php?port=52303,52303,udp,applications,"Yokogawa CENTUM CS 3000 is vulnerable to a heap-based buffer overflow, caused by improper bounds checking by the BKCLogSvr.exe service. By sending specially-crafted packets to UDP port 52303, a remote attacker could overflow a buffer and execute arbitrary code on the system or cause the application to crash.

References: [BID-66130], [CVE-2014-0781], [XFDB-91783]",SG
52179,https://www.speedguide.net/port.php?port=52179,52179,tcp,trojans,"Backdoor.Tjserv.D [Symantec-2005-100415-4002-99] (10.04.2005) - a backdoor trojan that acts as a HTTP and SOCKS4/5 proxy. Opens a backdoor and listens for remote commands  on port 8080/udp. Also opens a HTTP, SOCKS4 and SOCKS5 proxy on port 52179/tcp.",SG
